Date,Filename,Title,Download Url,CVE,MITRE,YARA
2014-05-28,Iranian Hackers Targeted US Officials in Elaborate Social Media Attack Operation _ SecurityWeek,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2014/2014.05.28.NewsCaster_An_Iranian_Threat_Within_Social_Networks/Iranian%20Hackers%20Targeted%20US%20Officials%20in%20Elaborate%20Social%20Media%20Attack%20Operation%20_%20SecurityWeek.pdf,[],[],[]
2014-05-28,newscaster-iranian-threat-inside-social-media,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2014/2014.05.28.NewsCaster_An_Iranian_Threat_Within_Social_Networks/newscaster-iranian-threat-inside-social-media.pdf,[],[],[]
2014-06-06,ASERT-Threat-Intelligence-Brief-2014-07-Illuminating-Etumbot-APT,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2014/2014.06.06.Etumbot_APT_Backdoor/ASERT-Threat-Intelligence-Brief-2014-07-Illuminating-Etumbot-APT.pdf,[],[],[]
2014-06-09,putter-panda,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2014/2014.06.09.Putter_Panda/putter-panda.pdf,[],[],[]
2014-06-30,Dragonfly_Threat_Against_Western_Energy_Suppliers,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2014/2014.06.30.Dragonfly/Dragonfly_Threat_Against_Western_Energy_Suppliers.pdf,"['CVE-2013-1347', 'CVE-2013-2465', 'CVE-2012-4792', 'CVE-2012-1723']",[],['private rule isPE\n{\n            condition:\n                  uint16(0) == 0x5A4D and uint32(uint32(0x3c)) == 0x00004550\n}']
2014-07-07,AdversaryIntelligenceReport_DeepPanda_0,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2014/2014.07.07.Deep_in_Thought/AdversaryIntelligenceReport_DeepPanda_0.pdf,[],[],[]
2014-07-07,Deep in Thought_ Chinese Targeting of National Security Think Tanks,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2014/2014.07.07.Deep_in_Thought/Deep%20in%20Thought_%20Chinese%20Targeting%20of%20National%20Security%20Think%20Tanks%20%C2%BB.pdf,[],[],[]
2014-07-10,TrapX_ZOMBIE_Report_Final,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2014/2014.07.10.Zombie_Zero/TrapX_ZOMBIE_Report_Final.pdf,[],[],[]
2014-07-20,Sayad_Flying_Kitten_analysis,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2014/2014.07.20.Flying_Kitten/Sayad_Flying_Kitten_analysis.pdf,[],[],"['rule Vinsula_Sayad_Binder : infostealer\n{\n \nmeta: \n \n \ncopyright = ""Vinsula, Inc"" \n \n \ndescription = ""Sayad Infostealer Binder"" \n \n \nversion = ""1.0"" \n \n \nactor = ""Sayad Binder"" \n \n \nin_the_wild = true \n    strings: \n \n \n$pdbstr = \n""\\\\Projects\\\\C#\\\\Sayad\\\\Source\\\\Binder\\\\obj\\\\Debug\\\\Binder.pdb"" \n \n \n$delphinativestr = ""DelphiNative.dll"" nocase\n \n \n$sqlite3str = ""sqlite3.dll"" nocase\n \n \n$winexecstr = ""WinExec"" \n \n \n$sayadconfig = ""base.dll"" wide\n     condition:\n        all of them\n}', 'rule Vinsula_Sayad_Client : infostealer\n{\n \nmeta: \n \n \ncopyright = ""Vinsula, Inc"" \n \n \ndescription = ""Sayad Infostealer Client"" \n \n \nversion = ""1.0"" \n \n \nactor = ""Sayad Client"" \n \n \nin_the_wild = true \n    strings: \n \n \n$pdbstr = \n""\\\\Projects\\\\C#\\\\Sayad\\\\Source\\\\Client\\\\bin\\\\x86\\\\Debug\\\\Client.pdb"" \n \n \n$sayadconfig = ""base.dll"" wide\n \n \n$sqlite3str = ""sqlite3.dll"" nocase\n \n \n$debugstr01 = ""Config loaded"" wide\n \n \n$debugstr02 = ""Config parsed"" wide\n \n \n$debugstr03 = ""storage uploader"" wide\n \n \n$debugstr04 = ""updater"" wide\n \n \n$debugstr05 = ""keylogger"" wide\n \n \n$debugstr06 = ""Screenshot"" wide\n \n \n$debugstr07 = ""sqlite found & start collectiong data"" wide\n \n \n$debugstr08 = ""Machine info collected"" wide\n \n \n$debugstr09 = ""browser ok"" wide\n \n \n$debugstr10 = ""messenger ok"" wide\n \n \n$debugstr11 = ""vpn ok"" wide\n \n \n$debugstr12 = ""ftp client ok"" wide\n \n \n$debugstr13 = ""ftp server ok"" wide\n \n \n$debugstr14 = ""rdp ok"" wide\n \n \n$debugstr15 = ""kerio ok"" wide\n \n \n$debugstr16 = ""skype ok"" wide\n \n \n$debugstr17 = ""serialize data ok"" wide\n \n \n$debugstr18 = ""Keylogged"" wide\n     condition:\n        all of them\n}']"
2014-08-07,KL_Epic_Turla_Technical_Appendix_20140806,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2014/2014.08.07.Epic_Turla_Operation_Appendix/KL_Epic_Turla_Technical_Appendix_20140806.pdf,['CVE-2012-1723'],[],[]
2014-08-12,NYTimes_Attackers_Evolve_Quickly,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2014/2014.08.12.New_York_Times_Attackers/NYTimes_Attackers_Evolve_Quickly.pdf,[],[],[]
2014-08-18,KL_report_syrian_malware,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2014/2014.08.18.Syrian_Malware_House_of_Cards/KL_report_syrian_malware.pdf,[],[],[]
2014-08-18,The Syrian Malware House of Cards - Securelist,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2014/2014.08.18.Syrian_Malware_House_of_Cards/The%20Syrian%20Malware%20House%20of%20Cards%20-%20Securelist.pdf,[],[],[]
2014-08-28,Alienvault_Scanbox,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2014/2014.08.28.Scanbox_Framework_Watering_Hole_Attack/Alienvault_Scanbox.pdf,[],[],[]
2014-08-29,Syrian_Malware_Team_BlackWorm,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2014/2014.08.29.BlackWorm_Syrian/Syrian_Malware_Team_BlackWorm.pdf,[],[],[]
2014-09-04,Chinese_MITM_Google,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2014/2014.09.04.Analysis_of_Chinese_MITM_on_Google/Chinese_MITM_Google.pdf,[],[],[]
2014-09-04,Gholee_Protective_Edge_themed_spear_phishing_campaign,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2014/2014.09.04.Gholee/Gholee_Protective_Edge_themed_spear_phishing_campaign.pdf,[],[],[]
2014-09-17,armed-services.senate.gov-Press Release  Press  United States Commitee on Armed Services,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2014/2014.09.17.Chinese_APT_defense_contractors/armed-services.senate.gov-Press%20Release%20%20Press%20%20United%20States%20Commitee%20on%20Armed%20Services.pdf,[],[],[]
2014-10-14,Group_72,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2014/2014.10.14.Group_72/Group_72.pdf,"['CVE-2012-1889', 'CVE-2012-4792', 'CVE-2013-3893', 'CVE-2014-0322']",[],[]
2014-10-20,OrcaRAT,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2014/2014.10.20.OrcaRAT_tale/OrcaRAT.pdf,[],[],"['rule OrcaRAT\n  {\n  meta:  \n         author = “PwC Cyber Threat Operations   :: @tlansec""\n         distribution = ""TLP WHITE""\n         sha1 =   ""253a704acd7952677c70e0c2d787791b8359efe2c92a5e77acea028393a85613""\n  strings:\n       $MZ=""MZ""\n       $apptype1=""application/x-ms-application""\n       $apptype2=""application/x-ms-xbap""\n       $apptype3=""application/vnd.ms-xpsdocument""\n       $apptype4=""application/xaml+xml""\n       $apptype5=""application/x-shockwave-flash""\n       $apptype6=""image/pjpeg""\n       $err1=""Set return time error =   %d!""\n       $err2=""Set return time   success!""\n       $err3=""Quit success!""\n \ncondition:\n       $MZ at 0 and filesize < 500KB and   (all of ($apptype*) and 1 of ($err*))\n  }']"
2014-10-22,tactical-intelligence-bulletin---sofacy-phishing-,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2014/2014.10.22.Sofacy_Phishing/tactical-intelligence-bulletin---sofacy-phishing-.pdf,[],[],[]
2014-10-27,ICS_Havex_backdoors,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2014/2014.10.27.Havex_Trojans/ICS_Havex_backdoors.pdf,[],[],[]
2014-11-10,darkhotelappendixindicators_kl_1.1,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2014/2014.11.10.Darkhotel/darkhotelappendixindicators_kl_1.1.pdf,"['CVE-2010-0188', 'CVE-2009-0556', 'CVE-2010-2883', 'CVE-2010-0806']",[],[]
2014-11-14,roaming_tiger_zeronights_2014,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2014/2014.11.14.Roaming_Tiger/roaming_tiger_zeronights_2014.pdf,"['CVE-2012-0158', 'CVE-2014-1761']",[],[]
2014-11-24,DEEP_PANDA_Sakula,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2014/2014.11.24.Ironman/DEEP_PANDA_Sakula.pdf,[],[],[]
2014-11-24,Regin_The_Intercept,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2014/2014.11.24.Regin_TheIntercept/Regin_The_Intercept.pdf,[],[],[]
2014-12-08,Turla_2_Penquin,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2014/2014.12.08.Penquin_Turla/Turla_2_Penquin.pdf,[],[],[]
2014-12-09,bcs_wp_InceptionReport_EN_v12914,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2014/2014.12.09_The_Inception_Framework/bcs_wp_InceptionReport_EN_v12914.pdf,"['CVE-2012-0158', 'CVE-2010-3333', 'CVE-2014-1761']",[],"['rule InceptionAndroid { \n \nmeta: \n \n \nauthor = ""Blue Coat Systems, Inc"" \n \n \ninfo = ""Used by unknown APT actors: Inception"" \n \nstrings: \n \n \n$a1 = ""BLOGS AVAILABLE="" \n      \n$a2 = ""blog-index"" \n \n \n$a3 = ""Cant create dex="" \n \n \n \n \ncondition: \n      \nall of them \n}', 'rules: \n \nrule InceptionDLL  \n{ \n \nmeta: \n \n \nauthor = ""Blue Coat Systems, Inc"" \n \n \ninfo = ""Used by unknown APT actors: Inception"" \n \nstrings: \n \n \n$a = ""dll.polymorphed.dll"" \n$b = {83 7d 08 00 0f 84 cf 00 00 00 83 7d 0c 00 0f 84 c5 00 \n00 00 83 7d 10 00 0f 84 bb 00 00 00 83 7d 14 08 0f 82 b1 00 \n00 00 c7 45 fc 00 00 00 00 8b 45 10 89 45 dc 68 00 00} \n$c = {FF 15 ?? ?? ?? ?? 8B 4D 08 8B 11 C7 42 14 00 00 00 00 \n8B 45 08 8B 08 8B 55 14 89 51 18 8B 45 08 8B 08 8B 55 0C 89 \n51 1C 8B 45 08 8B 08 8B 55 10 89 51 20 8B 45 08 8B 08} \n$d = {68 10 27 00 00 FF 15 ?? ?? ?? ?? 83 7D CC 0A 0F 8D 47 \n01 00 00 83 7D D0 00 0F 85 3D 01 00 00 6A 20 6A 00 8D 4D D4 \n51 E8 ?? ?? ?? ?? 83 C4 0C 8B 55 08 89 55 E8 C7 45 D8}   \n$e = {55 8B EC 8B 45 08 8B 88 AC 23 03 00 51 8B 55 0C 52 8B \n45 0C 8B 48 04 FF D1 83 C4 08 8B 55 08 8B 82 14 BB 03 00 50 \n8B 4D 0C 51 8B 55 0C 8B 42 04} \n \ncondition: \n \n \nany of them \n}', 'rule InceptionBlackberry { \n \nmeta: \n \n \nauthor = ""Blue Coat Systems, Inc"" \n \n \ninfo = ""Used by unknown APT actors: Inception"" \n \nstrings: \n \n \n$a1 = ""POSTALCODE:"" \n      \n$a2 = ""SecurityCategory:"" \n \n \n$a3 = ""amount of free flash:"" \n \n \n$a4 = ""$Ø71|\'1\'|:"" \n \n \n$b1 = ""God_Save_The_Queen"" \n \n \n$b2 = ""UrlBlog"" \n \n \n \n \ncondition: \n      \nall of ($a*) or all of ($b*) \n}', 'rule InceptionIOS { \n \nmeta: \n \n \nauthor = ""Blue Coat Systems, Inc"" \n \n \ninfo = ""Used by unknown APT actors: Inception"" \n \nstrings: \n \n \n$a1 = ""Developer/iOS/JohnClerk/"" \n \n \n$b1 = ""SkypeUpdate"" \n \n \n$b2 = ""/Syscat/"" \n \n \n$b3 = ""WhatsAppUpdate"" \n \ncondition: \n     $a1 and any of ($b*) \n}', 'rule InceptionVBS { \n \nmeta: \n \n \nauthor = ""Blue Coat Systems, Inc"" \n \n \ninfo = ""Used by unknown APT actors: Inception"" \n \nstrings: \n \n \n$a = ""c = Crypt(c,k)"" \n$b = ""fso.BuildPath( WshShell.ExpandEnvironmentStrings(a), \nnn)"" \n \ncondition: \n      \nall of them \n}', 'rule InceptionMips { \n \nmeta: \n \n \nauthor = ""Blue Coat Systems, Inc"" \n \n \ninfo = ""Used by unknown APT actors: Inception"" \n \nstrings: \n \n \n$a = ""start_sockat"" ascii wide \n      \n$b = ""start_sockss"" ascii wide \n \n \n$c = ""13CStatusServer"" ascii wide \n \ncondition: \n      \nall of them \n}', 'rule InceptionRTF { \n \nmeta: \n \n \nauthor = ""Blue Coat Systems, Inc"" \n \n \ninfo = ""Used by unknown APT actors: Inception"" \n \nstrings: \n \n \n$a = ""}}PT@T"" \n \n \n$b = ""XMLVERSION \\""3.1.11.5604.5606"" \n \n \n$c = ""objclass Word.Document.12}\\\\objw9355"" \n \ncondition: \n \n \nall of them \n}']"
2014-12-10,w32_regin_stage_1,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2014/2014.12.10.W32_Regin/w32_regin_stage_1.pdf,[],[],[]
2014-12-17,Wiper_Malware,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2014/2014.12.17.Wiper_Malware_Deep_Dive/Wiper_Malware.pdf,[],[],[]
2014-12-22,Anunak_APT_against_financial_institutions,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2014/2014.12.22.Anunak_APT/Anunak_APT_against_financial_institutions.pdf,"['CVE-2012-2539', 'CVE-2012-0158']",[],[]
2015-01-20,Inception_APT_Analysis_Bluecoat,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2015/2015.01.20.Reversing_the_Inception_APT_malware/Inception_APT_Analysis_Bluecoat.pdf,['CVE-2012-0158'],[],[]
2015-01-20,Project_Cobra_Analysis,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2015/2015.01.20.Project_Cobra/Project_Cobra_Analysis.pdf,[],[],[]
2015-01-22,Regin_Hopscotch_Legspin,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2015/2015.01.22.Regin_Hopscotch_and_Legspin/Regin_Hopscotch_Legspin.pdf,[],[],[]
2015-02-16,blog_equation-the-death-star,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2015/2015.02.16.equation-the-death-star/blog_equation-the-death-star.pdf,['CVE-2012-1723'],[],"['rule apt_equation_equationlaser_runtimeclasses { \n \xa0 \n meta: \n \xa0 \n \xa0\xa0\xa0\xa0copyright = “Kaspersky Lab” \n \xa0\xa0\xa0\xa0description = “Rule to detect the EquationLaser malware” \n \xa0\xa0\xa0\xa0version = “1.0” \n \xa0\xa0\xa0\xa0last_modified = “2015-02-16” \n \xa0\xa0\xa0\xa0reference = “https://securelist.com/blog/” \n \xa0 \n strings: \n \xa0 \n \xa0\xa0\xa0\xa0$a1=“?a73957838_2@@YAXXZ” \n \xa0\xa0\xa0\xa0$a2=“?a84884@@YAXXZ” \n \xa0\xa0\xa0\xa0$a3=“?b823838_9839@@YAXXZ” \n \xa0\xa0\xa0\xa0$a4=“?e747383_94@@YAXXZ” \n \xa0\xa0\xa0\xa0$a5=“?e83834@@YAXXZ” \n \xa0\xa0\xa0\xa0$a6=“?e929348_827@@YAXXZ” \n \xa0 \n condition: \n \xa0 \n \xa0\xa0\xa0\xa0any of them \n }', 'rule apt_equation_doublefantasy_genericresource { \n \xa0 \n meta: \n \xa0 \n \xa0\xa0\xa0\xa0copyright = “Kaspersky Lab” \n \xa0\xa0\xa0\xa0description = “Rule to detect DoubleFantasy encoded config\n \xa0\xa0\xa0\xa0version = “1.0” \n \xa0\xa0\xa0\xa0last_modified = “2015-02-16” \n \xa0\xa0\xa0\xa0reference = “https://securelist.com/blog/” \n \xa0 \n strings: \n \xa0 \n \xa0\xa0\xa0\xa0$mz=“MZ” \n \xa0\xa0\xa0\xa0$a1={06 00 42 00 49 00 4E 00 52 00 45 00 53 00} \n \xa0\xa0\xa0\xa0$a2=“yyyyyyyyyyyyyyyy” \n \xa0\xa0\xa0\xa0$a3=“002” \n\xa0\n pseudonym, to protect the original victim’s identity >> \n the name “Equation group” was given because of their preference for\nsophisticated encryption schemes >>\n1\n2\n18\n19\n20\n21\n22\n \xa0 \n \xa0 \n condition: \n \xa0 \n (($mz at 0) and all of ($a*))\xa0\xa0and filesize &lt; 500000 \n }', 'rule apt_equation_cryptotable { \n \xa0 \n meta: \n \xa0 \n \xa0\xa0\xa0\xa0copyright = “Kaspersky Lab” \n \xa0\xa0\xa0\xa0description = “Rule to detect the crypto library used in E\n \xa0\xa0\xa0\xa0version = “1.0” \n \xa0\xa0\xa0\xa0last_modified = “2015-02-16” \n \xa0\xa0\xa0\xa0reference = “https://securelist.com/blog/” \n \xa0 \n strings: \n \xa0 \n \xa0 \n \xa0\xa0\xa0\xa0$a={37 DF E8 B6 C7 9C 0B AE 91 EF F0 3B 90 C6 80 85 5D 19 \n \xa0 \n condition: \n \xa0 \n \xa0\xa0\xa0\xa0$a \n }', 'rules:\n1\n2\n3\n4\n5\n6\n7\n8\n9\n10\n11\n12\n13\n14\n15\n16\n17\n18\n19\n20\n21\n22\n23\n24\n25\n \n rule apt_equation_exploitlib_mutexes { \n \xa0 \n meta: \n \xa0 \n \xa0\xa0\xa0\xa0copyright = “Kaspersky Lab” \n \xa0\xa0\xa0\xa0description = “Rule to detect Equation group’s Exploitatio\n \xa0\xa0\xa0\xa0version = “1.0” \n \xa0\xa0\xa0\xa0last_modified = “2015-02-16” \n \xa0\xa0\xa0\xa0reference = “https://securelist.com/blog/” \n \xa0 \n \xa0 \n strings: \n \xa0 \n \xa0\xa0\xa0\xa0$mz=“MZ” \n \xa0 \n \xa0\xa0\xa0\xa0$a1=“prkMtx” wide \n \xa0\xa0\xa0\xa0$a2=“cnFormSyncExFBC” wide \n \xa0\xa0\xa0\xa0$a3=“cnFormVoidFBC” wide \n \xa0\xa0\xa0\xa0$a4=“cnFormSyncExFBC”  \n \xa0\xa0\xa0\xa0$a5=“cnFormVoidFBC” \n \xa0 \n condition: \n \xa0 \n (($mz at 0) and any of ($a*)) \n }']"
2015-02-18,Elephantosis,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2015/2015.02.18.Shooting_Elephants/Elephantosis.pdf,['CVE-2011-4369'],[],[]
2015-02-24,cto-tib-20150223-01a,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2015/2015.02.24.Deeper_Scanbox/cto-tib-20150223-01a.pdf,"['CVE-2014-6332', 'CVE-2012-0158', 'CVE-2014-0502']",[],[]
2015-02-27,the-anthem-hack-all-roads-lead-to-china,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2015/2015.02.27.The_Anthem_Hack_All_Roads_Lead_to_China/the-anthem-hack-all-roads-lead-to-china.pdf,[],[],[]
2015-02-27,Anthem_hack_all_roads_lead_to_China,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2015/2015.02.27.The_Anthem_Hack_All_Roads_Lead_to_China/Anthem_hack_all_roads_lead_to_China.pdf,[],[],[]
2015-03-05,casper-malware-babar-bunny-another-espionage-cartoon,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2015/2015.03.05.Casper_Malware/casper-malware-babar-bunny-another-espionage-cartoon.pdf,['CVE-2014-0515'],[],[]
2015-03-06,Animals in the APT Farm,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2015/2015.03.06.Animals_APT_Farm/Animals%20in%20the%20APT%20Farm.pdf,[],[],[]
2015-03-31,volatile-cedar-technical-report,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2015/2015.03.31.Volatile_Cedar/volatile-cedar-technical-report.pdf,[],[],"['rule explosive_dll\n{\n  meta:\n    author = “Check Point Software Technologies Inc.”\n    info = “Explosive DLL”\n  condition:\n    pe.DLL\n    and ( pe.exports(“PathProcess”) or pe.exports(“_PathProcess@4”) ) and \npe.exports(“CON”)\n}', 'rule explosive_exe\n{\n  meta:\n    author = “Check Point Software Technologies Inc.”\n    info = “Explosive EXE”\n  strings:\n    $MZ = “MZ”\n    $DLD_S = “DLD-S:”\n    $DLD_E = “DLD-E:”\n  condition:\n    $MZ at 0 and all of them\n}']"
